Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9013,Male,Lung,05yrs,150440,124,90.7,75.2,108.3,105746,104,93.1,76,113.1,28537,,,,
A9014,Male,Lung,05yrs,139242,82,79.6,62,100.3,110455,74,82.7,63.8,105.3,16181,,,,
A9015,Male,Lung,05yrs,142051,107,73.1,59.4,89.1,49302,33,65.3,43.7,93.9,81468,68,80,61.5,102.5
A9016,Male,Lung,05yrs,187162,168,86.2,73.5,100.6,145371,157,90.3,76.5,106,34802,,,,
A9017,Male,Lung,05yrs,152883,169,101.2,86,118.4,69531,97,104.4,84.2,128.4,78534,72,99.5,76.5,127
A9018,Male,Lung,05yrs,140963,99,62.4,50.3,76.5,119425,85,60.2,47.7,75.1,11530,,,,
A9019,Male,Lung,05yrs,161613,115,80.6,65.6,97.8,64827,71,85.9,66.5,109.6,60602,33,88.4,56,131
A9020,Male,Lung,05yrs,150634,141,102.9,86.1,122.1,35435,43,72.5,52,100.2,109113,98,125.6,99.6,155.7
A9021,Male,Lung,05yrs,148115,109,59.6,48.7,72.4,99628,98,64.1,51.7,78.9,17109,,,,
A9022,Male,Lung,05yrs,156627,125,87.6,72.3,105.2,63244,63,87.2,66.1,112.9,89683,60,88.3,66.2,115.1
A9023,Male,Lung,05yrs,155950,160,95.8,80.6,113,54101,39,68.3,46.7,97.5,87862,117,121.9,99.7,147.5
A9024,Male,Lung,05yrs,158065,122,88.9,72.5,107.8,61141,33,55.4,37,80.7,80027,85,127.9,99.4,161.8
A9025,Male,Lung,05yrs,140731,105,89,72.3,108.3,89504,89,96.5,77,119.5,40988,,,,
A9026,Male,Lung,05yrs,149206,95,55.9,44.9,68.8,83201,43,36.5,26.2,50.1,55084,48,102,72.8,138.7
A9027,Male,Lung,05yrs,138245,117,90.3,73.9,109.1,99230,91,90.8,72.4,112.5,22476,20,103.7,61,164.3
A9028,Male,Lung,05yrs,149655,111,57.1,46.8,69.1,108323,100,59.8,48.5,73.5,13869,,,,
A9029,Male,Lung,05yrs,153192,137,103.1,85.7,122.8,137050,135,108.5,90.2,129.5,8168,,,,
A9030,Male,Lung,05yrs,152020,124,82.4,68.2,98.6,78151,93,79.1,63.7,97.8,56300,26,102.4,57.9,163.7
A9031,Male,Lung,05yrs,138888,76,86.2,65.5,110.6,112498,68,87.6,65.6,114.1,15605,,,,
A9033,Male,Lung,05yrs,177583,181,112.1,95.4,130.7,158098,176,117,99.3,136.8,12126,,,,
A9034,Male,Lung,05yrs,151126,142,81.5,68.2,96.7,89232,86,73,58,90.9,55056,55,104.9,77.7,138.4
A9035,Male,Lung,05yrs,157260,147,88.6,74.4,104.7,78885,80,86.9,68.5,108.9,72115,66,96.2,73.4,123.7
A9036,Male,Lung,05yrs,158291,104,64.1,52.1,78,112755,92,66,53,81.4,34709,,,,
A9037,Male,Lung,05yrs,145738,151,82.4,69.5,97.2,107821,123,83.8,69.2,100.8,21497,22,99.2,61,152.5
A9038,Male,Lung,05yrs,154358,105,72.6,58.9,88.4,107600,74,66.3,51.6,83.9,34600,28,108.2,69,160.4
A9039,Male,Lung,05yrs,158802,129,73.8,61.2,88.4,114956,114,77.5,63.5,94,29899,,,,
A9040,Male,Lung,05yrs,140592,133,99,82.5,117.9,92447,107,101.3,82.6,123,30070,23,117.8,71.6,181.1
A9041,Male,Lung,05yrs,152337,62,45.1,34.2,58.4,98757,41,38.3,27.2,52.7,37451,19,89.9,49.9,146.1
A9042,Male,Lung,05yrs,155089,126,94,76.6,113.9,73969,76,86.7,66.9,110.7,53388,41,154.8,100,225.2
A9043,Male,Lung,05yrs,149719,118,86.3,70.8,104,70812,59,75,56.7,97.5,70973,59,107.5,79.8,141.4
A9044,Male,Lung,05yrs,185740,206,123.8,106.9,142.5,77833,104,111.2,90.5,135.5,101258,99,141.7,112.7,175.4
A9045,Male,Lung,05yrs,148130,99,65.6,52.8,80.6,34888,29,51.2,34,76.1,100298,66,80.6,60.5,104.9
A9046,Male,Lung,05yrs,144567,111,94.7,76.9,115.1,15092,34,123.8,83.3,183.5,122435,75,95.1,71.6,123.1
A9048,Male,Lung,05yrs,160083,75,76.5,59.3,96.9,72770,17,51.7,29.2,84.1,71354,58,94.5,70.6,123.8
A9049,Male,Lung,05yrs,151551,77,60.7,47,76.9,94098,66,62.1,47.2,80.2,42273,,,,
B0002,Male,Lung,05yrs,140711,152,102.9,86.8,121.2,101037,138,110.7,92.6,131.5,31297,,,,
B0004,Male,Lung,05yrs,169642,233,114.5,100,130.7,99991,158,105.4,89.3,124,63696,75,155.3,120.1,197
B0010,Male,Lung,05yrs,148593,161,94.4,80.1,110.6,83813,92,79.7,63.9,98.6,59945,69,130.6,100.6,166.5
B0011,Male,Lung,05yrs,178679,155,81.6,68.8,96.2,156755,139,80.6,67.3,95.8,14522,,,,
B0013,Male,Lung,05yrs,165691,146,100.5,84,119.1,110867,112,101.4,82.7,123.1,33426,20,96.9,54.8,156.3
B0016,Male,Lung,05yrs,158150,159,84.4,71.2,99.4,84327,83,70.1,55.4,88,70323,76,115.2,88.7,147.2
B0019,Male,Lung,05yrs,145964,171,98.2,83.8,114.4,84231,108,89.4,73,108.8,57833,62,124.2,94.2,160.4
B0024,Male,Lung,05yrs,188411,198,95.9,82.6,110.7,112990,133,92.2,77,109.9,58205,58,110.8,82.2,145.7
B0026,Male,Lung,05yrs,125099,136,85.3,71.2,101.6,80640,101,84,68,103.1,34258,34,111,75.2,157.6
B0030,Male,Lung,05yrs,159831,145,84.5,70.7,100.2,68552,71,74.1,57.6,94.5,82641,74,103.7,79.2,133.1
B0032,Male,Lung,05yrs,145272,181,121.7,103.9,141.7,75811,108,117.4,95.8,142.8,64119,70,131.6,99.6,170.2
B0034,Male,Lung,05yrs,236783,234,99.7,87,113.8,175767,184,96.7,82.8,112.3,52126,50,123.7,90.7,164.2
B0035,Male,Lung,05yrs,183281,184,95,81.1,110.7,116529,123,87.6,72,105.6,57607,55,113,83.2,149.9
B0038,Male,Lung,05yrs,143520,133,89.8,74.9,106.8,113861,110,84.5,69.1,102.3,21114,20,163.5,96.3,255.2
B0043,Male,Lung,05yrs,180705,166,95.5,81.2,111.7,109845,119,93,76.7,111.8,56974,45,120.3,85.4,163.7
B0044,Male,Lung,05yrs,182817,212,106.7,92.5,122.5,114214,154,102.6,86.7,120.8,63407,57,126.3,93.7,165.8
B0047,Male,Lung,05yrs,167006,179,94.5,80.8,109.8,99722,140,102.2,85.7,121.4,63183,38,76.9,53.2,107
B0049,Male,Lung,05yrs,156523,123,83,68.7,99.4,91716,69,67,51.8,85.4,57650,54,126.7,94.3,166.3
B0051,Male,Lung,05yrs,242347,231,92.6,80.9,105.6,184542,202,96.6,83.5,111.1,47205,27,79.1,51.3,115.8
B0058,Male,Lung,05yrs,239755,198,82.3,70.9,95,186137,167,80,68,93.5,31910,26,125.5,78.8,187.9
B0059,Male,Lung,05yrs,130985,120,87,71.5,104.8,86442,78,76.8,60.2,96.9,39277,40,120.3,83.8,166.6
B0066,Male,Lung,05yrs,200796,209,97,84,111.6,112806,117,82.3,67.8,99.3,82476,89,134.8,106.9,167.3
B0067,Male,Lung,05yrs,254275,279,98,86.4,110.8,195946,218,91.6,79.4,105.2,46797,59,149.9,111.5,196.8
B0071,Male,Lung,05yrs,137432,108,109.5,89.3,132.7,98723,92,111,89,136.7,20704,,,,
B0072,Male,Lung,05yrs,129701,84,69.6,54.7,87.1,86783,58,64,47.9,83.8,33543,26,104.7,65.4,157.4
Statewide,Female,Breast,05yrs,11816700,16700,124,122.1,126,7072836,11074,122.6,120.3,125,3948962,5116,134.1,130.4,138
Nationwide,Female,Breast,05yrs,803387471,1177414,125.2,125,125.4,509396407,891357,130.5,130.3,130.8,106649302,133779,127,126.3,127.7
A9001,Female,Breast,05yrs,143085,245,152.4,133.6,173.3,117508,222,156.2,135.8,178.9,17122,19,157.9,88.9,257.4
A9002,Female,Breast,05yrs,156573,263,141,123.9,159.9,74703,160,148.7,124.6,176.5,38022,51,154,111.8,206.4
A9003,Female,Breast,05yrs,163534,269,140.6,123.9,159,61827,109,114.8,93.5,140.2,83188,141,166.3,139.1,197.1
A9004,Female,Breast,05yrs,171184,237,118.1,103,134.8,78505,123,107,87.6,129.7,85128,110,135.9,111.1,164.5
A9005,Female,Breast,05yrs,166396,203,122.4,105.2,141.7,12957,,,,,135789,189,139.9,119.2,163.3
A9006,Female,Breast,05yrs,150277,192,120.5,103.8,139.2,89673,119,111.5,92,134,51995,67,138.4,106,177.5
A9007,Female,Breast,05yrs,169880,240,133.7,116.7,152.6,90849,130,142.3,117.8,170.6,65421,104,134,108.2,164.2
A9008,Female,Breast,05yrs,170875,234,116.4,101.6,132.9,134937,191,116.4,100.1,134.8,27072,40,136.2,95.9,187.9
A9009,Female,Breast,05yrs,161952,197,112.1,96.5,129.4,101974,132,104.4,86.6,124.9,52714,62,143,108.3,184.9
A9010,Female,Breast,05yrs,166106,235,115.4,100.3,132.3,109118,182,121.4,102.9,142.6,46287,44,96.3,69.2,130.4
A9011,Female,Breast,05yrs,158425,265,143.2,126,162.2,129017,230,143.3,124.8,164,18132,23,140,85.6,215.3
A9013,Female,Breast,05yrs,150180,183,115.4,99,133.7,105236,131,108.8,90.6,129.6,30177,45,158.9,113.2,216.9
A9014,Female,Breast,05yrs,143902,198,145,124.8,167.4,115696,172,147.2,125.3,171.7,17756,18,146.5,81.4,239.9
A9015,Female,Breast,05yrs,165107,252,128.8,112.9,146.4,49818,101,176.8,142,217.7,104088,143,110.9,93.1,131.4
A9016,Female,Breast,05yrs,208496,288,122,108,137.2,158421,252,124,108.8,141,42928,36,120.8,80.4,173.3
A9017,Female,Breast,05yrs,161828,242,121.5,106.2,138.3,69394,120,125.5,103.2,151.6,87644,120,121.3,100.1,145.9
A9018,Female,Breast,05yrs,150529,255,138.3,121.4,157,127646,234,145.2,126.5,165.9,12063,16,123.8,68.7,206
A9019,Female,Breast,05yrs,168076,218,123.7,107.4,141.8,67634,115,124,101.3,150.6,67615,78,150.3,115,192.4
A9020,Female,Breast,05yrs,178654,243,128.9,112.9,146.6,38058,67,113.2,83.9,150.4,134785,172,138.5,118,161.6
A9021,Female,Breast,05yrs,155175,258,123.5,108.1,140.6,107532,218,126.2,108.5,146.3,18817,,,,
A9022,Female,Breast,05yrs,164504,224,126.3,109.9,144.5,64080,99,120.5,97.1,148.3,96529,122,133.5,110.3,159.9
A9023,Female,Breast,05yrs,161436,255,135.3,118.7,153.6,48371,80,145.1,113.8,183.7,101235,169,141,119.7,165.1
A9024,Female,Breast,05yrs,148761,199,131.8,113.6,152.2,53006,76,133.7,104.2,170,83077,118,139.5,114.7,168.1
A9025,Female,Breast,05yrs,150575,194,133.2,114.7,153.9,93424,145,140.7,117.8,166.8,47250,45,124.3,89.6,167.8
A9026,Female,Breast,05yrs,165312,267,130.9,115,148.6,88972,182,134.5,114.2,157.8,66482,80,128.3,101.1,160.4
A9027,Female,Breast,05yrs,138701,149,99.2,83.5,117,98855,117,100.2,82.5,120.8,23999,24,106.6,67.1,160.8
A9028,Female,Breast,05yrs,157590,334,150.1,133.5,168.3,116859,298,157.3,138.4,178.5,16322,16,121,66.4,202.8
A9029,Female,Breast,05yrs,160236,195,118,101.8,136.1,143595,182,118.2,101.4,137.1,9428,,,,
A9030,Female,Breast,05yrs,165512,247,133.1,116.6,151.2,82969,180,144.2,122.1,169.7,66713,57,131,95.6,174.2
A9031,Female,Breast,05yrs,140163,165,126.5,107.2,148.4,113654,145,132.5,110.9,157,17290,18,111.4,65.6,178.9
A9033,Female,Breast,05yrs,178734,200,106.5,92,122.8,160025,191,110.3,94.9,127.6,11713,,,,
A9034,Female,Breast,05yrs,162192,242,122.2,106.8,139.3,93315,144,108.9,90.9,129.7,62191,96,156.7,126.2,192.2
A9035,Female,Breast,05yrs,161184,213,112.9,97.9,129.7,80212,110,108.2,88.4,131.4,75058,102,126.3,102.2,154.4
A9036,Female,Breast,05yrs,170517,251,129.1,113.2,146.7,119956,198,125.5,107.9,145.3,39739,43,138,98,188.4
A9037,Female,Breast,05yrs,156555,303,132.3,117.2,149,116158,244,135.4,118.1,155,24186,37,126.7,88.2,177.2
A9038,Female,Breast,05yrs,162039,219,120,104.4,137.4,109821,162,118.5,100.5,138.9,40405,48,126.3,92.3,168.7
A9039,Female,Breast,05yrs,165630,281,140.3,123.9,158.4,119073,211,135.1,116.6,155.9,33186,52,169.9,125.6,224.6
A9040,Female,Breast,05yrs,146174,162,102.2,86.7,119.7,97817,116,94.7,77.8,114.4,32980,40,132.7,93.7,182.3
A9041,Female,Breast,05yrs,165960,275,142.3,125.3,160.9,104746,189,137.1,117.2,159.7,45540,73,170.1,131.1,217
A9042,Female,Breast,05yrs,162006,238,144.3,125.8,164.9,76893,136,139.1,115.8,166,60029,74,154,117.4,198.1
A9043,Female,Breast,05yrs,155790,217,132.2,114.8,151.6,70683,108,125.2,101.3,153.2,78209,109,149.6,122.2,181.2
A9044,Female,Breast,05yrs,197447,240,110.5,96.6,125.8,79850,110,99.7,81.2,121.6,112260,128,125.8,104.4,150.2
A9045,Female,Breast,05yrs,171223,252,132.3,116.1,150.2,37556,91,164.5,130.1,206.5,121676,147,124.3,104.5,146.8
A9046,Female,Breast,05yrs,168061,220,122.8,106.7,140.8,16475,33,124.1,77.7,192,145884,186,130.7,111.5,152.3
A9048,Female,Breast,05yrs,162689,138,111.4,93.1,132.2,69311,32,93.7,63,133.9,80689,106,126.5,102.7,154.2
A9049,Female,Breast,05yrs,165023,259,150,131.6,170.2,101151,208,155.7,134.3,179.9,50144,45,149.2,101.3,210.8
B0002,Female,Breast,05yrs,119871,142,92.6,77.5,110,97466,124,94.6,78.1,113.8,18913,,,,
B0004,Female,Breast,05yrs,172854,238,107.9,94,123.3,102198,160,107.1,90,126.9,65366,78,114.8,90.1,144.1
B0010,Female,Breast,05yrs,162132,233,122.6,106.7,140.3,87529,138,116.2,96.5,139,69449,93,136.7,109.6,168.4
B0011,Female,Breast,05yrs,187035,230,109.8,95.7,125.3,164281,215,112.6,97.7,129.1,15567,,,,
B0013,Female,Breast,05yrs,166592,189,115,98.9,133,110527,135,111.9,93.4,132.9,36621,49,174.7,127.4,233.1
B0016,Female,Breast,05yrs,130695,230,137.7,119.6,157.8,77207,146,137.4,114.8,163.4,50304,84,145.1,114.5,181.5
B0019,Female,Breast,05yrs,140315,240,127.7,111.3,146,83165,152,121.7,102,144.6,53591,86,141.5,112.4,175.9
B0024,Female,Breast,05yrs,194076,286,127.1,112.4,143.3,117046,181,120.9,103.4,140.7,64229,97,151.6,121.8,186.3
B0026,Female,Breast,05yrs,130963,215,131.3,113.6,151.1,82279,156,141.1,118.6,166.9,38395,59,135.1,101.8,176
B0030,Female,Breast,05yrs,169223,249,125.8,110.3,143,69134,124,130,107.1,156.8,91908,122,135.1,111.3,162.4
B0032,Female,Breast,05yrs,144219,214,127.7,110.9,146.5,75894,100,98.6,79.9,120.8,64397,112,171.2,140.4,206.8
B0034,Female,Breast,05yrs,242868,313,114.4,101.8,128.2,183605,249,114.4,100.3,130,53714,63,122.7,93.6,157.8
B0035,Female,Breast,05yrs,189192,242,114.3,99.9,130.2,117949,159,108.2,91.3,127.4,63568,76,127.9,100.3,160.8
B0038,Female,Breast,05yrs,152031,218,126.6,110,144.9,120928,192,130.4,112.2,150.8,22966,22,128.7,79.3,195.4
B0043,Female,Breast,05yrs,188984,278,130.2,115,146.8,113497,180,123.4,105.5,143.6,63124,98,168.6,136.1,206.4
B0044,Female,Breast,05yrs,177608,229,103.8,90.3,118.8,115869,159,97.9,82.6,115.4,56803,69,119.2,92.2,151.7
B0047,Female,Breast,05yrs,173410,256,117.1,102.8,133.1,103315,153,104.1,87.5,123.2,66035,103,147.2,119.4,179.5
B0049,Female,Breast,05yrs,160768,175,105.1,89.5,122.7,90482,114,99.3,81.1,120.6,64367,60,121,91.4,156.8
B0051,Female,Breast,05yrs,224381,272,101.4,89.4,114.6,178230,226,101.8,88.7,116.5,35776,42,113.3,80.9,154.4
B0058,Female,Breast,05yrs,247615,332,116.6,104.2,130.2,194098,290,119.5,105.8,134.5,35693,36,114.8,79.5,160.2
B0059,Female,Breast,05yrs,134645,167,105,89.3,122.7,87054,121,107.7,88.9,129.5,42677,43,100.1,71.7,136.1
B0066,Female,Breast,05yrs,217267,322,127.2,113.3,142.4,119686,192,121,103.8,140.4,91928,125,136.9,113.4,163.8
B0067,Female,Breast,05yrs,267264,440,133,120.5,146.6,205631,364,135.7,121.6,151.1,49915,69,131.8,101.6,168.1
B0071,Female,Breast,05yrs,124948,126,110.2,91.5,131.5,90482,99,108.5,87.9,132.6,18581,,,,
B0072,Female,Breast,05yrs,133495,197,132.5,114.3,152.9,87954,131,123.1,102.5,146.9,36117,51,143.9,106.1,190.9
Statewide,Both,CRC,05yrs,23126262,11733,46.5,45.6,47.3,13930420,7623,43.9,42.9,45,7523094,3752,56.1,54.3,58
Nationwide,Both,CRC,05yrs,1581534421,703343,39.4,39.3,39.5,1003578378,524529,39.1,39,39.3,204332467,85061,46.9,46.6,47.2
A9001,Both,CRC,05yrs,279097,120,40,33,48,229973,109,41.1,33.6,49.8,32542,,,,
A9002,Both,CRC,05yrs,305865,119,35.3,29.1,42.5,143779,86,39.8,31.6,49.9,70310,17,33,17.7,55.1
A9003,Both,CRC,05yrs,309981,181,51.3,44,59.7,118975,86,49.8,39.5,62.3,151775,80,54.3,42.6,68.2
A9004,Both,CRC,05yrs,324503,174,46.4,39.6,54,149027,90,40.4,32.2,50.4,160079,82,62.6,49.4,78.1
A9005,Both,CRC,05yrs,309704,144,51.9,43.1,62,24606,,,,,247361,119,53.2,43.1,64.9
A9006,Both,CRC,05yrs,294638,107,37.4,30.5,45.4,178009,71,36.1,28,45.8,98218,34,43.1,28.9,61.4
A9007,Both,CRC,05yrs,323260,131,38.5,32,45.9,177729,59,34.3,25.8,44.9,118633,65,43.7,33.6,56.2
A9008,Both,CRC,05yrs,336621,192,51.2,44,59.2,264274,159,51.1,43.3,60,53735,31,61.4,41,88.3
A9009,Both,CRC,05yrs,309048,134,42.1,35,50.1,195325,94,38.2,30.7,47.1,98494,36,52.3,35.5,73.8
A9010,Both,CRC,05yrs,316394,153,40,33.7,47.1,207391,99,33.8,27.2,41.8,86956,52,63.2,47,83.2
A9011,Both,CRC,05yrs,310119,178,53.1,45.3,61.9,251341,154,52.1,43.9,61.5,35220,17,66.9,36.5,110.7
A9013,Both,CRC,05yrs,300620,128,43.3,36,51.5,210982,103,44.7,36.4,54.4,58714,24,51.2,31.3,78.5
A9014,Both,CRC,05yrs,283144,122,49.6,40.8,59.7,226151,105,48.8,39.6,59.6,33938,,,,
A9015,Both,CRC,05yrs,307158,151,45.1,38,53.2,99120,51,46.9,34.2,62.8,185556,86,41.6,33.1,51.7
A9016,Both,CRC,05yrs,395658,181,41.2,35.3,47.7,303792,160,41.6,35.3,48.7,77730,19,45.9,25.6,74.2
A9017,Both,CRC,05yrs,314711,189,51.2,44,59.3,138925,66,34.6,26.5,44.6,166179,123,72.6,59.9,87.1
A9018,Both,CRC,05yrs,291492,133,38.5,32,45.9,247071,115,37.5,30.8,45.4,23593,,,,
A9019,Both,CRC,05yrs,329689,128,40.2,33.3,48.1,132461,68,37.9,29.2,48.6,128217,46,55.7,38.9,76.7
A9020,Both,CRC,05yrs,329288,163,48.7,41.4,57,73493,51,45.9,32.8,62.9,243898,112,52.4,42.7,63.6
A9021,Both,CRC,05yrs,303290,165,41.9,35.5,49.1,207160,142,44.4,37,53.2,35926,,,,
A9022,Both,CRC,05yrs,321131,175,54.3,46.4,63.1,127324,77,52.2,40.9,65.7,186212,98,59.1,47.7,72.4
A9023,Both,CRC,05yrs,317386,148,42.1,35.4,49.8,102472,32,27.3,18.1,40.2,189096,106,49.5,40.2,60.3
A9024,Both,CRC,05yrs,306827,106,36.1,29.3,44,114148,38,33.1,23.1,46.5,163104,63,38.9,29.4,50.4
A9025,Both,CRC,05yrs,291306,139,52.7,44.1,62.4,182928,89,43.8,35,54.2,88238,48,93.3,66.8,125.8
A9026,Both,CRC,05yrs,314519,143,38,31.8,45.1,172173,86,32.1,25.2,40.5,121567,56,52.2,39.2,68.2
A9027,Both,CRC,05yrs,276946,146,51.2,43,60.5,198085,119,53.2,43.8,64.1,46476,21,50.4,30.4,78.7
A9028,Both,CRC,05yrs,307245,134,29.6,24.7,35.4,225182,120,31.2,25.6,38,30191,,,,
A9029,Both,CRC,05yrs,313429,121,38.6,31.9,46.3,280645,111,38.1,31.2,46.1,17595,,,,
A9030,Both,CRC,05yrs,317532,159,45.9,38.9,53.8,161120,105,42.1,34,51.8,123013,45,59.2,41.5,81.6
A9031,Both,CRC,05yrs,279051,90,37.6,29.7,46.9,226152,78,38.6,29.9,49,32895,,,,
A9033,Both,CRC,05yrs,356316,168,46.3,39.3,54.2,318123,158,47.3,39.9,55.7,23840,,,,
A9034,Both,CRC,05yrs,313318,177,49.1,41.9,57.1,182547,109,44.3,36.1,54,117246,66,62.1,47.6,79.5
A9035,Both,CRC,05yrs,318445,216,59.5,51.7,68.2,159098,92,46.3,37.2,57.1,147172,123,78.8,65.2,94.5
A9036,Both,CRC,05yrs,328808,164,47,39.9,55,232711,134,46.2,38.5,55.1,74448,27,68.3,42.9,101.8
A9037,Both,CRC,05yrs,302294,169,40,34,46.9,223980,138,41.1,34.3,49.2,45682,20,36,21.6,56.8
A9038,Both,CRC,05yrs,316397,136,40.5,33.9,48,217421,102,39.7,32.3,48.4,75005,30,49.1,32.6,70.7
A9039,Both,CRC,05yrs,324432,174,46.4,39.6,54,234029,139,46.1,38.6,54.8,63086,26,44.8,28.6,66.9
A9040,Both,CRC,05yrs,286766,164,53.1,45.1,62,190264,128,53.6,44.5,64,63049,29,56.3,36.8,82.2
A9041,Both,CRC,05yrs,318297,111,32.3,26.4,39.2,203504,78,31.4,24.5,39.7,82991,24,35.2,21.7,53.8
A9042,Both,CRC,05yrs,317095,155,50.6,42.4,59.9,150861,85,48.4,38.2,60.5,113417,53,63.4,44.2,87.5
A9043,Both,CRC,05yrs,305510,180,56.8,48.6,65.9,141494,90,49.9,40,61.9,149182,88,69.2,54.9,85.9
A9044,Both,CRC,05yrs,383187,185,47.5,40.8,55,157683,94,46.3,37.2,57.1,213518,89,52.5,41.8,65.1
A9045,Both,CRC,05yrs,319353,145,41.3,34.7,48.8,72444,42,33.6,23.8,47.2,221975,93,46.7,37.3,57.8
A9046,Both,CRC,05yrs,312628,145,47.1,39.5,55.8,31567,18,34.2,17.9,61.4,268319,124,52.3,42.6,63.4
A9048,Both,CRC,05yrs,322771,89,41.3,32.9,51.1,142080,29,42.5,27.8,61.8,152043,58,42.4,31.9,55.2
A9049,Both,CRC,05yrs,316574,85,27.9,22,34.8,195249,66,27.9,21.4,36,92417,17,35.5,20,58.9
B0002,Both,CRC,05yrs,260582,154,50.8,43,59.7,198503,124,49.4,40.9,59.3,50210,26,59.6,38.2,88.3
B0004,Both,CRC,05yrs,342496,237,53.8,47,61.4,202189,155,49.5,41.6,58.5,129062,80,66,52,82.7
B0010,Both,CRC,05yrs,310725,169,45.4,38.7,53.1,171342,100,41.2,33.2,50.7,129394,68,53.8,41.6,68.6
B0011,Both,CRC,05yrs,365714,191,46.7,40.2,54,321035,177,47.9,41,55.8,30089,,,,
B0013,Both,CRC,05yrs,332283,139,45.7,38.2,54.2,221394,102,44.7,36.3,54.6,70047,27,55.5,35.7,81.9
B0016,Both,CRC,05yrs,288845,195,52.6,45.3,60.9,161534,113,48.8,40,59.2,120627,81,60.8,47.8,76.4
B0019,Both,CRC,05yrs,286279,169,43.8,37.4,51.2,167396,99,37.6,30.4,46.2,111424,67,57,44.1,72.7
B0024,Both,CRC,05yrs,382487,239,54.4,47.6,61.9,230036,140,47.7,40,56.6,122434,84,68.9,54.4,86.2
B0026,Both,CRC,05yrs,256062,147,45.4,38.2,53.6,162919,102,44.4,35.9,54.5,72653,43,56.7,40.6,77
B0030,Both,CRC,05yrs,329054,182,49.9,42.7,57.9,137686,85,46.7,37,58.4,174549,90,54,42.8,67.2
B0032,Both,CRC,05yrs,289491,168,52.4,44.6,61.2,151705,86,46.1,36.7,57.3,128516,80,64.3,50.4,80.9
B0034,Both,CRC,05yrs,479651,332,62.6,55.9,69.9,359372,248,58.9,51.6,66.9,105840,84,88.7,70.3,110.4
B0035,Both,CRC,05yrs,372473,184,46.3,39.7,53.8,234477,136,48.3,40.3,57.6,121175,47,44.6,32.4,59.8
B0038,Both,CRC,05yrs,295551,174,52.6,45,61.2,234789,143,51.2,43,60.5,44080,28,74.4,48.8,108.3
B0043,Both,CRC,05yrs,369689,226,56.5,49.2,64.5,223342,136,47.6,39.8,56.6,120098,86,87.8,69.5,109.3
B0044,Both,CRC,05yrs,360425,232,54.3,47.4,61.9,230083,163,52.7,44.7,61.8,120210,67,61.6,47.4,78.7
B0047,Both,CRC,05yrs,340416,216,53.1,46.1,60.9,203037,145,52,43.6,61.7,129218,68,56.4,43.5,71.9
B0049,Both,CRC,05yrs,317291,136,41.9,35,49.7,182198,94,41.7,33.5,51.4,122017,42,45.1,32.2,61.1
B0051,Both,CRC,05yrs,466728,259,49,43.1,55.4,362772,206,47.6,41.2,54.7,82981,47,61,44.5,81.5
B0058,Both,CRC,05yrs,487370,225,41.9,36.5,47.9,380235,193,42.4,36.6,49,67603,27,46.2,30.1,67.9
B0059,Both,CRC,05yrs,265630,170,58.4,49.7,68.2,173496,108,51.5,42,62.5,81954,59,79.3,59.7,103.1
B0066,Both,CRC,05yrs,418063,310,64.5,57.4,72.3,232492,185,61.3,52.5,71.1,174404,123,73.4,60.7,88
B0067,Both,CRC,05yrs,521539,247,39.6,34.7,45.1,401577,192,37.6,32.3,43.5,96712,51,54.4,39.9,72.3
B0071,Both,CRC,05yrs,262380,104,47.1,38.4,57.2,189205,83,46,36.5,57.2,39285,,,,
B0072,Both,CRC,05yrs,263196,105,38.7,31.4,47.2,174737,66,33.5,25.7,43,69660,36,60.9,41.5,85.9
Statewide,Female,CRC,05yrs,11816700,5447,39.9,38.9,41,7072836,3461,37.4,36.1,38.7,3948962,1829,48.6,46.3,50.9
Nationwide,Female,CRC,05yrs,803387471,335216,34.4,34.3,34.5,509396407,249760,34.3,34.1,34.4,106649302,42261,40.9,40.5,41.3
A9001,Female,CRC,05yrs,143085,58,36.3,27.4,47.2,117508,55,38.8,29,51,17122,,,,
A9002,Female,CRC,05yrs,156573,64,34.4,26.3,44.3,74703,46,38.3,27.7,52.6,38022,,,,
A9003,Female,CRC,05yrs,163534,84,45.4,36,56.5,61827,39,43.4,30.3,60.9,83188,37,46.2,32.1,64.3
A9004,Female,CRC,05yrs,171184,93,43.4,34.9,53.6,78505,48,38,27.3,52.1,85128,44,56.7,40.9,76.4
A9005,Female,CRC,05yrs,166396,65,41.1,31,53.3,12957,,,,,135789,54,41.1,29.9,54.9
A9006,Female,CRC,05yrs,150277,38,23.7,16.7,32.8,89673,23,21.8,13.7,33.1,51995,,,,
A9007,Female,CRC,05yrs,169880,54,27.2,20.2,36,90849,24,23.2,14.4,35.7,65421,29,34.4,22.7,50.5
A9008,Female,CRC,05yrs,170875,85,42.1,33.5,52.3,134937,67,40.2,31,51.4,27072,16,57.2,31.7,94.9
A9009,Female,CRC,05yrs,161952,72,39.1,30.3,49.6,101974,47,33.4,24.3,45.2,52714,24,57.5,35.8,86.9
A9010,Female,CRC,05yrs,166106,80,38.4,30.1,48.4,109118,51,31.8,23.2,43,46287,28,60.8,40.2,88.3
