Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
B0058,Both,Liver,10yrs,964863,111,10.4,8.5,12.6,760550,91,9.9,8,12.3,131896,,,,
B0059,Both,Liver,10yrs,524287,47,7.6,5.5,10.2,343049,24,5.6,3.5,8.4,163146,19,11.1,6.6,17.6
B0066,Both,Liver,10yrs,839645,82,7.9,6.3,9.8,468162,44,6.8,5,9.3,351423,38,10,7,13.8
B0067,Both,Liver,10yrs,1018982,113,9.1,7.5,11,782043,91,8.9,7.2,11,195088,19,9.6,5.7,15.2
B0071,Both,Liver,10yrs,514609,31,6.8,4.6,9.7,376254,23,6.2,3.9,9.3,77368,,,,
B0072,Both,Liver,10yrs,526493,35,6.7,4.6,9.4,351502,22,5.8,3.6,8.9,140650,,,,
Statewide,Female,Liver,10yrs,23144310,988,3.7,3.5,4,14033249,585,3.2,2.9,3.5,7675012,336,4.6,4.1,5.1
Nationwide,Female,Liver,10yrs,1576109989,75755,4,4,4,1017270568,46976,3.3,3.2,3.3,207746929,9998,5,4.9,5.1
A9001,Female,Liver,10yrs,275648,17,5.4,3.1,8.7,228752,16,5.5,3.1,9,32016,,,,
A9002,Female,Liver,10yrs,311917,17,5,2.9,8.1,154473,,,,,76302,,,,
A9003,Female,Liver,10yrs,326937,22,5.6,3.5,8.6,126262,,,,,167139,,,,
A9004,Female,Liver,10yrs,342804,,,,,159976,,,,,168892,,,,
A9005,Female,Liver,10yrs,296909,,,,,21648,,,,,243844,,,,
A9006,Female,Liver,10yrs,286231,,,,,173029,,,,,98275,,,,
A9007,Female,Liver,10yrs,296950,18,5.6,3.3,9,161052,,,,,112867,,,,
A9008,Female,Liver,10yrs,338454,21,5,3.1,7.7,267683,18,5.2,3.1,8.4,54364,,,,
A9009,Female,Liver,10yrs,315360,,,,,200279,,,,,102254,,,,
A9010,Female,Liver,10yrs,331586,,,,,219491,,,,,92529,,,,
A9011,Female,Liver,10yrs,305304,,,,,250437,,,,,34618,,,,
A9013,Female,Liver,10yrs,290418,,,,,205185,,,,,58462,,,,
A9014,Female,Liver,10yrs,274589,,,,,222304,,,,,33930,,,,
A9015,Female,Liver,10yrs,294701,,,,,96742,,,,,178771,,,,
A9016,Female,Liver,10yrs,409603,,,,,317038,,,,,79246,,,,
A9017,Female,Liver,10yrs,324159,17,4.6,2.6,7.5,137444,,,,,178143,,,,
A9018,Female,Liver,10yrs,293789,,,,,250686,,,,,23692,,,,
A9019,Female,Liver,10yrs,334005,,,,,140703,,,,,132910,,,,
A9020,Female,Liver,10yrs,357225,22,5.6,3.5,8.6,85151,,,,,261232,16,6.7,3.7,11.1
A9021,Female,Liver,10yrs,309306,21,5,3,7.8,221749,,,,,34248,,,,
A9022,Female,Liver,10yrs,325822,,,,,128032,,,,,190927,,,,
A9023,Female,Liver,10yrs,288342,29,7.7,5.1,11.2,80323,,,,,188030,22,8.6,5.3,13.2
A9024,Female,Liver,10yrs,263935,,,,,90663,,,,,152299,,,,
A9025,Female,Liver,10yrs,291396,,,,,184762,,,,,89361,,,,
A9026,Female,Liver,10yrs,328919,17,4.1,2.3,6.7,180116,,,,,130801,,,,
A9027,Female,Liver,10yrs,274340,,,,,197350,,,,,47064,,,,
A9028,Female,Liver,10yrs,313934,,,,,238801,,,,,29997,,,,
A9029,Female,Liver,10yrs,307774,,,,,278620,,,,,16643,,,,
A9030,Female,Liver,10yrs,328529,,,,,176510,,,,,123188,,,,
A9031,Female,Liver,10yrs,264160,,,,,216924,,,,,31069,,,,
A9033,Female,Liver,10yrs,341447,,,,,308334,,,,,20851,,,,
A9034,Female,Liver,10yrs,321590,,,,,187481,,,,,121828,,,,
A9035,Female,Liver,10yrs,318851,20,5.2,3.2,8.1,158685,,,,,149775,,,,
A9036,Female,Liver,10yrs,334152,,,,,239239,,,,,75506,,,,
A9037,Female,Liver,10yrs,312517,,,,,234525,,,,,48781,,,,
A9038,Female,Liver,10yrs,311939,,,,,212625,,,,,78027,,,,
A9039,Female,Liver,10yrs,325378,,,,,239581,,,,,61138,,,,
A9040,Female,Liver,10yrs,290894,17,5.2,3,8.4,197531,,,,,65287,,,,
A9041,Female,Liver,10yrs,323679,,,,,205716,,,,,89358,,,,
A9042,Female,Liver,10yrs,322915,18,6.2,3.6,9.9,156260,,,,,120339,,,,
A9043,Female,Liver,10yrs,305115,,,,,139771,,,,,153447,,,,
A9044,Female,Liver,10yrs,394859,,,,,160960,,,,,223798,,,,
A9045,Female,Liver,10yrs,302035,,,,,69862,,,,,210790,,,,
A9046,Female,Liver,10yrs,335961,17,5.4,3.1,8.8,36797,,,,,288929,,,,
A9048,Female,Liver,10yrs,326716,,,,,133166,,,,,169768,,,,
A9049,Female,Liver,10yrs,323709,16,5.3,3,8.7,206419,,,,,92063,,,,
B0002,Female,Liver,10yrs,241270,,,,,196495,,,,,38483,,,,
B0004,Female,Liver,10yrs,352263,19,4.2,2.5,6.7,208680,16,4.9,2.7,8.3,133889,,,,
B0010,Female,Liver,10yrs,326702,,,,,176808,,,,,140410,,,,
B0011,Female,Liver,10yrs,368795,,,,,325988,,,,,29976,,,,
B0013,Female,Liver,10yrs,291822,19,6.7,4,10.5,198530,,,,,60426,,,,
B0016,Female,Liver,10yrs,263937,,,,,154673,,,,,103515,,,,
B0019,Female,Liver,10yrs,285000,,,,,169595,,,,,108994,,,,
B0024,Female,Liver,10yrs,391984,16,3.5,2,5.7,237612,,,,,130810,,,,
B0026,Female,Liver,10yrs,260138,22,6.6,4.1,10.2,163224,,,,,77606,,,,
B0030,Female,Liver,10yrs,345489,,,,,144594,,,,,185485,,,,
B0032,Female,Liver,10yrs,285508,,,,,150661,,,,,127917,,,,
B0034,Female,Liver,10yrs,484870,,,,,367192,,,,,107854,,,,
B0035,Female,Liver,10yrs,369155,17,4.3,2.5,7,231100,,,,,124679,,,,
B0038,Female,Liver,10yrs,299131,,,,,239856,,,,,44646,,,,
B0043,Female,Liver,10yrs,377118,17,4.1,2.3,6.6,228887,,,,,126335,,,,
B0044,Female,Liver,10yrs,358671,24,5.1,3.3,7.7,234203,18,5.4,3.2,8.7,115451,,,,
B0047,Female,Liver,10yrs,350511,,,,,208740,,,,,134565,,,,
B0049,Female,Liver,10yrs,317982,,,,,180670,,,,,126709,,,,
B0051,Female,Liver,10yrs,447961,25,4.7,3,7,356547,,,,,72529,,,,
B0058,Female,Liver,10yrs,490887,24,4.4,2.8,6.5,387835,20,4.2,2.6,6.6,69893,,,,
B0059,Female,Liver,10yrs,265987,,,,,171994,,,,,85255,,,,
B0066,Female,Liver,10yrs,437356,18,3.2,1.9,5.1,241067,,,,,186232,,,,
B0067,Female,Liver,10yrs,521702,23,3.4,2.1,5.1,400420,19,3.4,2,5.5,100292,,,,
B0071,Female,Liver,10yrs,248076,,,,,181809,,,,,37088,,,,
B0072,Female,Liver,10yrs,267192,,,,,176932,,,,,73173,,,,
Statewide,Male,Liver,10yrs,22132383,3299,13.9,13.4,14.4,13591875,1878,11.5,10.9,12,6949759,1212,19.3,18.2,20.5
Nationwide,Male,Liver,10yrs,1525239467,193653,11.7,11.7,11.8,984673450,120430,9.6,9.5,9.6,189799278,28423,17,16.8,17.2
A9001,Male,Liver,10yrs,261196,34,13.2,9,18.6,217969,29,12.7,8.4,18.5,28600,,,,
A9002,Male,Liver,10yrs,296418,56,16.9,12.6,22.2,143140,29,13.1,8.7,19.5,65022,,,,
A9003,Male,Liver,10yrs,292569,78,23,18.1,29,117021,40,24.5,17.4,33.9,137992,26,18,11.6,27
A9004,Male,Liver,10yrs,305951,46,13.6,9.9,18.2,143409,20,9.8,6,15.5,148089,25,17.9,11.3,27
A9005,Male,Liver,10yrs,259406,46,17,11.9,23.5,19973,,,,,203227,25,11.2,6.9,17.3
A9006,Male,Liver,10yrs,274142,30,11.3,7.5,16.4,170056,19,10.5,6.2,16.7,86965,,,,
A9007,Male,Liver,10yrs,272479,53,18.4,13.6,24.4,154778,,,,,94093,34,29.7,20.4,42
A9008,Male,Liver,10yrs,327920,30,8.4,5.5,12.2,256595,22,7.2,4.4,11.2,53251,,,,
A9009,Male,Liver,10yrs,285688,36,12.5,8.6,17.4,183355,27,12,7.8,17.8,88067,,,,
A9010,Male,Liver,10yrs,298401,45,13.7,9.9,18.4,196992,26,10.3,6.7,15.3,80459,16,21.6,12.1,35.6
A9011,Male,Liver,10yrs,293301,42,12.7,9,17.4,238848,38,13.1,9.1,18.3,32458,,,,
A9013,Male,Liver,10yrs,288663,30,10.6,7.1,15.3,205005,28,12.9,8.5,18.7,54492,,,,
A9014,Male,Liver,10yrs,265000,24,10.5,6.4,16.2,212286,18,8.5,4.8,14.1,30589,,,,
A9015,Male,Liver,10yrs,256648,54,18.6,13.8,24.5,94590,,,,,142277,39,26.5,18.5,36.9
A9016,Male,Liver,10yrs,367371,31,8.1,5.5,11.6,290068,23,6.7,4.2,10.1,64521,,,,
A9017,Male,Liver,10yrs,305440,60,16.1,12.2,21,137628,20,10.5,6.3,16.6,159196,39,22.9,16,31.8
A9018,Male,Liver,10yrs,275885,33,11.6,7.9,16.5,235329,24,9.8,6.2,14.9,22577,,,,
A9019,Male,Liver,10yrs,320973,68,20.8,15.9,26.7,135414,36,20,13.9,28.2,119445,21,22.2,12.4,36.4
A9020,Male,Liver,10yrs,301581,47,15.5,11.3,20.8,78547,,,,,211739,35,19.4,13.3,27.4
A9021,Male,Liver,10yrs,293811,49,14.1,10.3,18.8,204925,39,12.9,9.1,18,31180,,,,
A9022,Male,Liver,10yrs,310381,48,14.2,10.4,19,126041,,,,,177746,38,22.2,15.7,30.7
A9023,Male,Liver,10yrs,281634,84,24,19,30.1,92087,16,11.6,6.3,21.6,165097,65,32.7,25,42.2
A9024,Male,Liver,10yrs,282156,64,22.2,16.8,28.9,105883,19,14.6,8.7,24.4,147452,44,31.6,22.2,43.7
A9025,Male,Liver,10yrs,271637,33,14.3,9.8,20.3,175908,16,9.5,5.4,15.5,77402,16,30.3,16.6,51.1
A9026,Male,Liver,10yrs,295328,39,11.5,8.1,15.8,167093,19,8.6,5.1,13.9,108206,,,,
A9027,Male,Liver,10yrs,274152,44,16.1,11.4,22,197990,35,17,11.5,24.1,44740,,,,
A9028,Male,Liver,10yrs,296689,45,11.6,8.4,15.7,220256,39,12.2,8.6,17,25928,,,,
A9029,Male,Liver,10yrs,294919,26,10,6.3,14.9,266705,25,10.3,6.5,15.5,14409,,,,
A9030,Male,Liver,10yrs,301121,32,10.4,7,14.8,165442,20,8.7,5.3,13.9,103463,,,,
A9031,Male,Liver,10yrs,261621,27,12.1,7.5,18.4,214575,21,11.1,6.4,17.9,28195,,,,
A9033,Male,Liver,10yrs,339754,50,14.1,10.4,18.9,305828,46,14.1,10.2,19.1,21112,,,,
A9034,Male,Liver,10yrs,299120,38,11,7.7,15.3,178944,18,7.9,4.6,12.9,107536,18,18,10.4,29
A9035,Male,Liver,10yrs,310335,54,15.7,11.7,20.6,156160,21,11.2,6.9,17.4,143072,31,21.1,14.1,30.3
A9036,Male,Liver,10yrs,309759,36,10.8,7.5,15,224707,27,9.7,6.3,14.2,65686,,,,
A9037,Male,Liver,10yrs,290205,64,16.5,12.6,21.3,217492,43,13.7,9.8,18.8,42949,,,,
A9038,Male,Liver,10yrs,295287,31,10.4,7,14.9,207017,21,9.4,5.7,14.6,66385,,,,
A9039,Male,Liver,10yrs,312306,56,15.2,11.4,20,231733,43,14.1,10.1,19.3,55243,,,,
A9040,Male,Liver,10yrs,279662,65,21.6,16.6,27.7,187039,44,19.1,13.8,25.9,59425,,,,
A9041,Male,Liver,10yrs,296355,28,8.6,5.6,12.6,193423,,,,,73199,,,,
A9042,Male,Liver,10yrs,308652,52,16.5,11.9,22.2,150923,27,14.7,9.3,22.1,106570,16,21.1,10.1,38.3
A9043,Male,Liver,10yrs,292477,54,17.5,13,23.1,138959,19,11.3,6.7,18,139125,35,26.6,18.3,37.6
A9044,Male,Liver,10yrs,368106,47,12.8,9.3,17.1,155458,23,11.8,7.4,17.9,200509,22,13,7.8,20.2
A9045,Male,Liver,10yrs,264960,57,19.5,14.6,25.6,65390,,,,,176143,44,27,19,37.3
A9046,Male,Liver,10yrs,288835,51,18.6,13.6,24.8,33477,,,,,242640,40,20.4,13.7,29.1
A9048,Male,Liver,10yrs,319364,50,23.4,17.2,31.2,140063,,,,,148701,43,31.3,22.2,42.8
A9049,Male,Liver,10yrs,297619,23,8.1,4.9,12.6,193194,17,7.3,4,12.3,76636,,,,
B0002,Male,Liver,10yrs,278464,34,11.3,7.7,15.9,201924,25,10.4,6.7,15.6,61513,,,,
B0004,Male,Liver,10yrs,344224,38,8.8,6.2,12.3,203696,23,7.3,4.6,11.3,129553,,,,
B0010,Male,Liver,10yrs,298931,46,14,10.2,18.8,169257,33,14.9,10.2,21.3,120580,,,,
B0011,Male,Liver,10yrs,353122,48,12.2,8.9,16.4,312276,43,11.8,8.5,16.1,27688,,,,
B0013,Male,Liver,10yrs,292775,57,18.3,13.7,23.9,200316,41,17.9,12.7,24.6,56277,,,,
B0016,Male,Liver,10yrs,319565,64,15.7,12,20.3,169727,32,13.3,8.9,19.2,143265,31,20.3,13.5,29.4
B0019,Male,Liver,10yrs,293259,34,9.4,6.5,13.3,171033,21,8.7,5.3,13.6,115440,,,,
B0024,Male,Liver,10yrs,379617,52,12.4,9.2,16.5,229932,40,14.1,10,19.5,118400,,,,
B0026,Male,Liver,10yrs,248800,38,12.3,8.6,17.2,160869,29,12.4,8.2,18.3,68596,,,,
B0030,Male,Liver,10yrs,327475,44,12.6,9,17.1,143646,,,,,167808,29,21.9,13.9,32.6
B0032,Male,Liver,10yrs,287949,51,17.3,12.7,23.1,150330,19,12.6,7.5,20,128172,32,24.3,16.4,35
B0034,Male,Liver,10yrs,472557,53,10.6,7.9,13.9,352791,32,8.2,5.5,11.6,104179,20,22.2,13.4,34.7
B0035,Male,Liver,10yrs,357919,50,12.5,9.1,16.6,228086,33,11.9,8.1,16.9,113407,17,15.6,8.8,25.6
B0038,Male,Liver,10yrs,282839,42,13.7,9.8,18.6,226534,27,10.4,6.8,15.2,40934,,,,
B0043,Male,Liver,10yrs,359563,58,16.2,12.2,21.1,222016,36,14.4,10,20.2,112546,18,19.1,10.9,31
B0044,Male,Liver,10yrs,366658,45,11.1,8,15,230046,28,9.2,6.1,13.6,126986,17,17.8,10.1,28.9
B0047,Male,Liver,10yrs,336578,32,8.3,5.6,11.8,201363,19,7.2,4.3,11.5,127845,,,,
B0049,Male,Liver,10yrs,308745,23,7.5,4.7,11.5,182268,,,,,112874,,,,
B0051,Male,Liver,10yrs,480387,68,13.7,10.6,17.5,366547,49,12.1,8.9,16.1,94251,,,,
B0058,Male,Liver,10yrs,473976,87,17.4,13.8,21.5,372715,71,16.6,12.9,21,62003,,,,
B0059,Male,Liver,10yrs,258300,34,11.2,7.7,15.9,171055,18,8.7,5.1,14.1,77891,,,,
B0066,Male,Liver,10yrs,402289,64,13.6,10.4,17.5,227095,33,11.3,7.7,16.1,165191,31,18.1,12.1,26.1
B0067,Male,Liver,10yrs,497280,90,15.8,12.6,19.6,381623,72,15.5,12,19.7,94795,16,16.8,9.3,28
B0071,Male,Liver,10yrs,266533,24,11,7,16.5,194445,19,10.4,6.2,16.4,40280,,,,
B0072,Male,Liver,10yrs,259301,25,10,6.3,15,174570,,,,,67477,,,,
Statewide,Both,Stomach,10yrs,45276693,3694,7.8,7.5,8,27625124,1933,5.8,5.5,6.1,14624771,1581,13.2,12.6,13.9
Nationwide,Both,Stomach,10yrs,3101349456,226187,6.7,6.7,6.7,2001944018,143255,5.5,5.4,5.5,397546207,34870,10.8,10.7,10.9
A9001,Both,Stomach,10yrs,536844,33,5.9,4,8.3,446720,28,5.5,3.6,8,60616,,,,
A9002,Both,Stomach,10yrs,608335,67,10.6,8.2,13.5,297612,30,7.9,5.2,11.5,141325,,,,
A9003,Both,Stomach,10yrs,619506,63,9.4,7.2,12.1,243283,26,7.9,5.1,11.8,305132,30,11.1,7.3,16.1
A9004,Both,Stomach,10yrs,648755,71,9.5,7.4,12.1,303384,31,6.5,4.4,9.5,316981,38,14.6,10.2,20.2
A9005,Both,Stomach,10yrs,556314,42,9.2,6.5,12.7,41621,,,,,447071,32,9,5.9,13
A9006,Both,Stomach,10yrs,560373,48,8.7,6.4,11.6,343085,22,6.1,3.8,9.3,185240,26,17,10.9,25.3
A9007,Both,Stomach,10yrs,569429,37,5.7,4,8,315830,16,4.9,2.7,8.3,206960,18,6.7,4,10.8
A9008,Both,Stomach,10yrs,666374,51,7.4,5.5,9.8,524279,35,6,4.1,8.4,107615,16,18.9,10.6,30.8
A9009,Both,Stomach,10yrs,601048,31,5.5,3.7,7.8,383634,,,,,190322,,,,
A9010,Both,Stomach,10yrs,629987,60,7.8,5.9,10.1,416483,31,5.1,3.4,7.4,172988,27,16.2,10.6,23.6
A9011,Both,Stomach,10yrs,598605,44,7,5,9.5,489286,40,7.3,5.2,10,67076,,,,
A9013,Both,Stomach,10yrs,579080,40,7.3,5.2,10,410189,25,5.7,3.7,8.5,112954,,,,
A9014,Both,Stomach,10yrs,539590,31,7.9,5.3,11.2,434590,26,7.4,4.7,10.9,64519,,,,
A9015,Both,Stomach,10yrs,551350,45,7.5,5.4,10.1,191332,,,,,321049,31,9.3,6.2,13.3
A9016,Both,Stomach,10yrs,776973,56,6.8,5.1,8.8,607106,45,6.2,4.5,8.3,143767,,,,
A9017,Both,Stomach,10yrs,629599,62,8.5,6.5,11,275072,21,5.2,3.2,8.1,337339,40,12.5,8.9,17.1
A9018,Both,Stomach,10yrs,569674,40,6.2,4.4,8.5,486015,33,5.9,4,8.3,46269,,,,
A9019,Both,Stomach,10yrs,654977,47,7.7,5.6,10.4,276117,16,4.7,2.7,7.9,252355,20,13.1,7.3,21.3
A9020,Both,Stomach,10yrs,658806,70,10.6,8.2,13.4,163699,16,5.4,3,9.4,472971,50,13.6,9.9,18.1
A9021,Both,Stomach,10yrs,603116,62,7.7,5.9,10,426674,45,6.5,4.7,8.8,65428,,,,
A9022,Both,Stomach,10yrs,636203,54,9.3,7,12.2,254072,20,6.9,4.2,10.7,368673,34,12,8.3,16.8
A9023,Both,Stomach,10yrs,569977,67,11,8.5,14.1,172410,,,,,353128,56,15,11.2,19.6
A9024,Both,Stomach,10yrs,546091,46,8.9,6.5,12,196546,,,,,299751,36,13.3,9.2,18.6
A9025,Both,Stomach,10yrs,563033,34,6.8,4.7,9.6,360670,17,4.1,2.4,6.7,166763,,,,
A9026,Both,Stomach,10yrs,624247,42,5.4,3.9,7.4,347209,16,2.8,1.6,4.9,239007,23,11.1,6.9,16.8
A9027,Both,Stomach,10yrs,548492,42,8.2,5.9,11.2,395339,33,8.1,5.5,11.5,91803,,,,
A9028,Both,Stomach,10yrs,610624,50,5.9,4.4,7.9,459056,45,6.1,4.4,8.3,55925,,,,
A9029,Both,Stomach,10yrs,602692,35,6.8,4.7,9.5,545325,28,5.9,3.9,8.6,31051,,,,
A9030,Both,Stomach,10yrs,629650,35,5.3,3.6,7.4,341952,,,,,226651,20,15,8.3,24.6
A9031,Both,Stomach,10yrs,525781,23,6.2,3.7,9.5,431499,17,5,2.8,8.2,59264,,,,
A9033,Both,Stomach,10yrs,681202,46,7.1,5.1,9.5,614162,35,5.8,4,8.2,41964,,,,
A9034,Both,Stomach,10yrs,620709,67,9.4,7.3,12,366425,34,6.7,4.6,9.5,229364,33,16.7,11.3,23.6
A9035,Both,Stomach,10yrs,629186,64,9.4,7.2,12.1,314845,27,7.2,4.7,10.6,292848,35,12.1,8.3,16.9
A9036,Both,Stomach,10yrs,643912,45,6.5,4.7,8.8,463946,32,5.4,3.7,7.6,141192,,,,
A9037,Both,Stomach,10yrs,602723,50,6,4.4,8.1,452017,34,5.1,3.5,7.3,91730,,,,
A9038,Both,Stomach,10yrs,607227,42,6.5,4.7,8.8,419643,26,5.2,3.4,7.6,144412,,,,
A9039,Both,Stomach,10yrs,637684,55,7.8,5.8,10.2,471314,36,6.2,4.3,8.7,116381,17,21.7,12.2,35
A9040,Both,Stomach,10yrs,570556,51,8.9,6.6,11.8,384571,30,6.6,4.5,9.6,124713,19,21.4,12.4,33.9
A9041,Both,Stomach,10yrs,620034,36,5.5,3.8,7.7,399139,23,4.4,2.7,6.8,162556,,,,
A9042,Both,Stomach,10yrs,631566,56,9.8,7.3,12.9,307183,25,7.3,4.7,11.1,226909,25,16.5,9.9,25.7
A9043,Both,Stomach,10yrs,597592,62,10.9,8.3,14,278730,24,7.3,4.6,11,292572,36,16.5,11.3,23
A9044,Both,Stomach,10yrs,762966,52,6.9,5.2,9.1,316418,21,5,3.1,7.7,424307,30,8.8,5.9,12.7
A9045,Both,Stomach,10yrs,566995,55,8.7,6.5,11.4,135251,,,,,386933,41,12.3,8.6,16.9
A9046,Both,Stomach,10yrs,624796,55,9.8,7.3,12.9,70274,,,,,531569,48,13.5,9.6,18.3
A9048,Both,Stomach,10yrs,646080,45,10.9,7.9,14.7,273229,,,,,318469,36,13.2,9.1,18.3
A9049,Both,Stomach,10yrs,621328,26,4.8,3.1,7.1,399614,21,4.5,2.8,7.1,168699,,,,
B0002,Both,Stomach,10yrs,519734,23,4.1,2.6,6.2,398419,21,4.7,2.8,7.2,99996,,,,
B0004,Both,Stomach,10yrs,696487,54,6.2,4.7,8.2,412376,29,4.4,3,6.5,263442,25,10.8,6.9,16
B0010,Both,Stomach,10yrs,625633,54,7.4,5.5,9.7,346065,28,5.7,3.8,8.5,260990,25,10.9,7,16
B0011,Both,Stomach,10yrs,721917,49,6.6,4.8,8.7,638264,41,5.9,4.2,8.1,57664,,,,
B0013,Both,Stomach,10yrs,584597,44,8.4,6.1,11.4,398846,24,6.5,4.1,9.7,116703,17,19.7,11.1,32.1
B0016,Both,Stomach,10yrs,583502,50,7.1,5.3,9.5,324400,26,5.7,3.7,8.6,246780,24,9.6,6,14.5
B0019,Both,Stomach,10yrs,578259,63,8.6,6.6,11.1,340628,26,5.4,3.4,8.2,224434,37,16.4,11.5,22.7
B0024,Both,Stomach,10yrs,771601,66,7.5,5.8,9.6,467544,31,5.2,3.5,7.5,249210,32,13.9,9.4,19.8
B0026,Both,Stomach,10yrs,508938,56,8.7,6.5,11.4,324093,32,7,4.7,10.1,146202,24,16,10.1,24.1
B0030,Both,Stomach,10yrs,672964,78,11.4,8.9,14.2,288240,27,7.5,4.9,11.1,353293,50,16.5,12,22.1
B0032,Both,Stomach,10yrs,573457,57,9.3,7,12.1,300991,21,5.5,3.4,8.5,256089,36,16.3,11.2,22.8
B0034,Both,Stomach,10yrs,957427,70,6.6,5.2,8.4,719983,43,5,3.6,6.8,212033,26,13.2,8.6,19.5
B0035,Both,Stomach,10yrs,727074,56,7.1,5.3,9.3,459186,37,6.5,4.6,9.2,238085,19,9.6,5.7,15.1
B0038,Both,Stomach,10yrs,581970,36,5.7,4,8,466390,29,5.3,3.6,7.7,85580,,,,
B0043,Both,Stomach,10yrs,736681,53,6.9,5.1,9,450903,25,4.6,3,6.9,238881,26,13.6,8.7,20
B0044,Both,Stomach,10yrs,725329,75,9,7,11.3,464249,43,7,5,9.5,242437,31,14.7,9.9,20.9
B0047,Both,Stomach,10yrs,687089,67,8.2,6.4,10.5,410103,37,6.9,4.8,9.7,262410,30,12.4,8.3,17.8
B0049,Both,Stomach,10yrs,626727,54,8.5,6.4,11.1,362938,32,7.3,4.9,10.4,239583,20,10.5,6.4,16.3
B0051,Both,Stomach,10yrs,928348,70,6.9,5.4,8.8,723094,47,5.7,4.1,7.6,166780,21,14.2,8.7,21.8
B0058,Both,Stomach,10yrs,964863,86,8.4,6.7,10.4,760550,58,6.6,5,8.6,131896,25,24.6,15.5,36.8
B0059,Both,Stomach,10yrs,524287,60,11.5,8.8,14.9,343049,30,7.9,5.3,11.4,163146,29,22.1,14.6,31.9
B0066,Both,Stomach,10yrs,839645,78,8.3,6.6,10.5,468162,34,5.6,3.9,8,351423,43,13.8,9.9,18.6
B0067,Both,Stomach,10yrs,1018982,84,7.2,5.7,9,782043,58,6,4.6,7.9,195088,21,11.6,7.1,17.8
B0071,Both,Stomach,10yrs,514609,32,7.8,5.3,11,376254,20,5.9,3.6,9.1,77368,,,,
B0072,Both,Stomach,10yrs,526493,36,7.2,5,10.1,351502,18,4.8,2.8,7.7,140650,18,17.2,9.9,27.6
Statewide,Female,Stomach,10yrs,23144310,1411,5.4,5.1,5.7,14033249,675,3.7,3.5,4,7675012,658,9.6,8.9,10.4
Nationwide,Female,Stomach,10yrs,1576109989,86390,4.6,4.6,4.7,1017270568,50819,3.5,3.5,3.6,207746929,14905,8,7.8,8.1
A9001,Female,Stomach,10yrs,275648,,,,,228752,,,,,32016,,,,
A9002,Female,Stomach,10yrs,311917,30,8.9,5.9,12.8,154473,,,,,76302,,,,
A9003,Female,Stomach,10yrs,326937,26,6.9,4.4,10.2,126262,,,,,167139,,,,
A9004,Female,Stomach,10yrs,342804,26,5.9,3.8,8.7,159976,,,,,168892,,,,
A9005,Female,Stomach,10yrs,296909,19,6.8,4,10.9,21648,,,,,243844,17,7.8,4.3,12.9
A9006,Female,Stomach,10yrs,286231,,,,,173029,,,,,98275,,,,
A9007,Female,Stomach,10yrs,296950,,,,,161052,,,,,112867,,,,
A9008,Female,Stomach,10yrs,338454,23,6,3.8,9.1,267683,,,,,54364,,,,
A9009,Female,Stomach,10yrs,315360,17,5.5,3.2,8.9,200279,,,,,102254,,,,
A9010,Female,Stomach,10yrs,331586,30,6.5,4.2,9.5,219491,16,4.6,2.6,8,92529,,,,
A9011,Female,Stomach,10yrs,305304,,,,,250437,,,,,34618,,,,
A9013,Female,Stomach,10yrs,290418,,,,,205185,,,,,58462,,,,
A9014,Female,Stomach,10yrs,274589,,,,,222304,,,,,33930,,,,
A9015,Female,Stomach,10yrs,294701,,,,,96742,,,,,178771,,,,
A9016,Female,Stomach,10yrs,409603,19,4.1,2.5,6.5,317038,,,,,79246,,,,
A9017,Female,Stomach,10yrs,324159,24,6.3,4,9.4,137444,,,,,178143,19,10.6,6.3,16.5
A9018,Female,Stomach,10yrs,293789,,,,,250686,,,,,23692,,,,
A9019,Female,Stomach,10yrs,334005,,,,,140703,,,,,132910,,,,
A9020,Female,Stomach,10yrs,357225,32,8.5,5.8,12,85151,,,,,261232,23,11,6.8,16.6
A9021,Female,Stomach,10yrs,309306,25,5.7,3.6,8.5,221749,18,4.5,2.6,7.6,34248,,,,
A9022,Female,Stomach,10yrs,325822,18,5.4,3.2,8.6,128032,,,,,190927,,,,
A9023,Female,Stomach,10yrs,288342,29,8.4,5.6,12.3,80323,,,,,188030,26,11.5,7.4,17
A9024,Female,Stomach,10yrs,263935,17,6.2,3.5,10,90663,,,,,152299,,,,
A9025,Female,Stomach,10yrs,291396,16,5.7,3.2,9.3,184762,,,,,89361,,,,
A9026,Female,Stomach,10yrs,328919,20,4,2.4,6.5,180116,,,,,130801,,,,
A9027,Female,Stomach,10yrs,274340,,,,,197350,,,,,47064,,,,
A9028,Female,Stomach,10yrs,313934,20,4.2,2.5,6.8,238801,17,4,2.2,6.9,29997,,,,
A9029,Female,Stomach,10yrs,307774,,,,,278620,,,,,16643,,,,
A9030,Female,Stomach,10yrs,328529,16,4.5,2.5,7.4,176510,,,,,123188,,,,
A9031,Female,Stomach,10yrs,264160,,,,,216924,,,,,31069,,,,
A9033,Female,Stomach,10yrs,341447,19,5.4,3.2,8.6,308334,16,5,2.8,8.2,20851,,,,
A9034,Female,Stomach,10yrs,321590,34,8.8,6,12.4,187481,16,5.7,3.2,9.7,121828,18,16.4,9.6,26.1
